ConsolidatedWarehouseID,PIMCoreWarehouseID,Name,isSeller,isSweepable,IsSatellite,IsResupplier,IsBDWP,IsCustomerPickup,PostalCode,Deleted,Address,City,StateProv,CountryID,BDWPName,CarrierID,AliasName,ContactFirstName,ContactLastName,Phone,Email,Fax,IsSchneiderRating
2000016,70081,Ardosia Reis/ Minerar,TRUE,,,,0,0,,0,"Sitio MUQUEM, S/N ZONA RURAL",Papagaios,MInas Gerais,203,,,S - Ardosia Reis/ Minerar - Papagaios - MInas Gerais,Pedro,Oliveira,N/A,naturalstone@outlook.com.br,,
2000017,69493,"ARK Floors Baltimore, MD",TRUE,,,,0,0,21060,0,50 Orchard Road,Glen Burnie,MD,225,,,S - ARK Floors Baltimore - Glen Burnie - MD - 21060,"Chris, David",Clickner,410 636 9663,mchaplo@gmail.com,410 636 1895,
2000018,69495,Ark Floors Inc CA,TRUE,,,,0,0,91733,0,11119 Rush St.,South El Monte,CA,225,,,S - Ark Floors Inc - South El Monte - CA - 91733,Mike,Chaplo,800 918 6188,mchaplo@gmail.com,626 443 3888,
2000019,69497,Ark Floors Inc FL,TRUE,,,,0,0,33782,0,6701 90th Avenue North,Pinellas Park,FL,225,,,S - Ark Floors Inc - Pinellas Park - FL - 33782,Russ,Baldwin,727 541 6631 ext 3124,mchaplo@gmail.com,,
2000020,69499,Ark Floors Inc GA,TRUE,,,,0,0,31408,0,125 Coleman Blvd.,Garden City,GA,225,,,S - Ark Floors Inc - Garden City - GA - 31408,Steven,McAllister,912 629 0600,mchaplo@gmail.com,,
2000021,69501,Ark Floors Inc MD,TRUE,,,,0,0,21060,0,50 Orchard Road,Glen Burnie,MD,225,,,S - Ark Floors Inc - Glen Burnie - MD - 21060,"Chris, David",Clickner,410 636 9663,mchaplo@gmail.com,410 636 1895,
2000022,69503,Ark Floors Inc TX,TRUE,,,,0,0,77507,0,9501 Bay Area Blvd Suite 400,Pasadena,TX,225,,,S - Ark Floors Inc - Pasadena - TX - 77507,Peter,,(281) 204-1301,mchaplo@gmail.com,,
2000023,69472,Artaic - Boston,TRUE,,,,0,0,2210,0,21 Drydock Avenue,Boston,MA,225,,,S - Artaic - Boston - MA - 2210,Blake,Goodwin,+1 (617) 418-1928,bgoodwin@artaic.com,+1 (619) 353-5532,
2000024,71008,East Coast MA,TRUE,,,,0,0,1835,0,1 Parkridge Road,Haverhill,MA,225,,,S - East Coast - Haverhill - MA - 1835,,,,,,
2000025,71010,East Coast ON,TRUE,,,,0,0,L7M1K5,0,1149 Pioneer Road,Burlington,ON,9,,,S - East Coast  - Burlington - ON - L7M1K5,Linda,Dungey,888 994-5547,lindad@4willis.com,888 994-5548,
2000026,71012,West Coast BC,TRUE,,,,0,0,V4G1L8,0,"Unit 400, 7978 82nd St.",Delta,BC,9,,,S - West Coast - Delta - BC - V4G1L8,Linda,Dungey,888 994-5547,lindad@4willis.com,888 994-5548,
2000027,71014,West Coast WA,TRUE,,,,0,0,98499,0,"9501 Lakewood DR, SW Bldg 24, suite #C1",Lakewood,WA,225,,,S - West Coast - Lakewood - WA - 98499,Linda,Dungey,888 994-5547,lindad@4willis.com,888 994-5548,
2000028,69477,"ASAHIKOUSHIN (SHANGHAI) CO., LTD",TRUE,,,,0,0,215400,0,"No. 118, Liu Yang Road",Taicang,Jiangsu,16,,,"S - ASAHIKOUSHIN (SHANGHAI) CO., LTD - Taicang - Jiangsu - 215400",Mrs. Olivia Yang;Mr. George Fang;Mr. James Huang,,86-512-8160-6209,olivia@aksk.com.cn;fang@aksk.com.cn;james@aksk.com.cn,86-512-8160-6085,
2000029,69481,ASC International LLC.,TRUE,,,,0,0,92618,0,16 Technology Dr. #134,Irvine,CA,225,,,S - ASC International LLC. - Irvine - CA - 92618,Patti Kao; Yolo Lin; Paul Newlan,,949-743-0988,pattikao@floordeck.net;yololin@floordeck.net;pauln@floordeck.net;patricia_kao@yahoo.com;johndavies@builddirect.com,949-743-1173,
2000030,70694,Associated Terminals of St. Bernard,TRUE,,,,0,0,70043,0,8000 West St. Bernard Hwy Site 3-1,Chalmette,LA,225,,,S - Associated Terminals of St. Bernard - Chalmette - LA - 70043,Matt,Hill,504-628-3108,matt@associatedterminals.com,,
2000031,70937,Atlanta GA,TRUE,,,,0,0,30336,0,445 Great Southwest Pkwy,Atlanta,GA,225,,,S - Atlanta - GA - 30336,,,,,,
2000032,70618,Aurora Hardwood,TRUE,,,,0,0,30144,0,1305 Chastain Road Suite 200,Kennesaw,GA,225,,,S - Aurora Hardwood - Kennesaw - GA - 30144,William,Foss,678 460 0064,william@aurorahardwood.com;nick@aurorahardwood.com;jason@aurorahardwood.com,678 784 7929,
2000033,69532,B and A,TRUE,,,,0,0,7160,0,Estrada do Forte,Bencatel,Vila Vicosa,162,,,S - B and A - Bencatel - Vila Vicosa - 7160,Ricardo,Bacalhau,3.5126888116E+11,ba.naturalstone@gmail.com;rbacalhau@rbacalhau.com,351268980120,
2000034,69537,B&D Thermo-Treated Lumber LLC,TRUE,,,,0,-1,31216,0,7493 Airport DR.,Macon,GA,225,,,S - B&D Thermo-Treated Lumber LLC - Macon - GA - 31216,Igor,Danchenko,16123083953,westwoodcorp@gmail.com,18772701482,
2000035,69507,Babb Lumber Company GA,TRUE,,,,0,0,30736,0,P.O. Box 250 6652 Highway 41 North,Ringgold,GA,225,,,S - Babb Lumber Company - Ringgold - GA - 30736,Roger,Babb,706-935-2411,bev@babb.com,706-965-6713,
2000036,69509,Babb Lumber Company IN,TRUE,,,,0,0,47591,0,700 Fulton Glass Road,Vincennes,IN,225,,,S - Babb Lumber Company - Vincennes - IN - 47591,Beverly,Parish,812-886-0551,bev@babb.com,812-886-0284,
2000037,69520,Bambrella USA,TRUE,,,,0,0,33487,0,6464 E Rogers Circle,Boca Raton,FL,225,,,S - Bambrella USA - Boca Raton - FL - 33487,Gary,Ecoff,561-288-8655,ge@bambrellausa.com,888-276-0273,
2000038,70939,Bardstown KY,TRUE,,,,0,0,40004,0,300 Spenser Mattingly Lane,Bardstown,KY,225,,,S - Bardstown  - KY - 40004,,,,,,
2000039,70244,Kronotex - Barnwell SC,TRUE,,,,0,0,29812,0,810 Technology Drive,Barnwell,SC,225,,,S - Kronotex - Barnwell - SC - 29812,Myra,Wier,803 541-3468,mwier@kronotexusa.com,,
2000040,70965,Bedford Park warehouse,TRUE,,,,0,0,60638,0,5350 W. 70th Place,Bedford Park,IL,225,,,S - Bedford Park - IL - 60638,John,Salvador,708-552-8143 x 301,judith@nawarehouse.com;jackie@nawarehouse.com,708-496-8961,
2000041,70437,"Biola, CA",TRUE,TRUE,,,0,0,93606,0,12719 West H Street,Biola,CA,225,,,S - Biola  - CA  - 93606,Ty,Morris,"562-577-7608, 562-777-7608",,,
2000042,70439,Blue Linx Logistics Greater Cincinnati Northern Kentucky Logistics Center,TRUE,TRUE,,,0,0,41051,0,10347 Toebben Dr.,Independence,KY,225,,,S - Blue Linx Logistics Logistics Center - Independence - KY - 41051,Bill,Harless,859-746-2250,mwp@mpglobalproducts.com;JSteffensen@MPGlobalProducts.com,,
2000043,70441,"Blue Linx Logistics Kansas City, MO Logistics Center",TRUE,TRUE,,,0,0,64116,0,1727 Warren St.,North Kansas City,MO,225,,,S - Blue Linx Logistics Logistics Center - North Kansas City - MO - 64116,Lewis,Logan,816-842-3367,mwp@mpglobalproducts.com;droth@mpglobalproducts.com;tmergard@mpglobalproducts.com;JSteffensen@MPGlobalProducts.com,,
2000044,70443,"Blue Linx Logistics Yulee, Florida Logistics Center",TRUE,TRUE,,,0,0,32097,0,86554 Gene Lasserre Blvd.,Yulee,FL,225,,,"S - Blue Linx Logistics Yulee, Florida Logistics Center - Yulee - FL - 32097",Donna,Shripka,904-225-3000,mwp@mpglobalproducts.com;JSteffensen@MPGlobalProducts.com,,
2000045,69571,Blue Sky,TRUE,TRUE,,,0,0,528208,0,"SHA TOU INDUSTRIAL AREA, JIUJIANG TOWN,NANHAI QU",Foshan,Guangdong,16,,,S - Blue Sky - Foshan - Guangdong - 528208,Tim,Chow,86-757-23369224,blueskybuild@126.com,86-757-23369224,
2000046,69541,"BODA BAMBOO AND WOOD INDUSTRIAL CO., LTD",TRUE,TRUE,,,0,0,214235,0,"District A, Taihua industrial park, Taihua town",Yixing,Jiangsu,16,,,"S - BODA BAMBOO AND WOOD INDUSTRIAL CO., LTD - Yixing - Jiangsu - 214235",Carlos,Chen,8.6510803229E+12,carlos@bodabambooflooring.com;info@bodabambooflooring.com,8651080322885,
2000047,69547,Boiseries Wakeham,TRUE,TRUE,,,0,0,G4X2M1,0,17 des Cerisiers,Gaspe,QC,9,,,S - Boiseries Wakeham - Gaspe - QC - G4X2M1,Alexandre,Denis,418-368-0005,Boiserieswakeham@globetrotter.net,418-368-5621,
2000048,69552,Bond It,TRUE,TRUE,,,0,0,,0,"UNIT G16 RIVER BANK WAY, LOWFIELDS BUSINESS PARK",ELLAND,WEST YORKSHIRE,222,,,S - Bond It - ELLAND - WEST YORKSHIRE,GRAHAM,HELM,(44) 1422 315317,grahamhelm@bond-it.co.uk,(44) 1422 315300,
2000049,69566,Braxton-Bragg,TRUE,TRUE,,,0,0,37918,0,4100 Appalachian Way,Knoxville,TN,225,,,S - Braxton-Bragg - Knoxville - TN - 37918,Bill,Hickey,1 800 575-4401 ext. 200,billh@braxtonbragg.com,1-865-915-5501,
2000050,70656,Bremerhaven - Pollmeier Leimholz GMBH,TRUE,TRUE,,,0,0,,0,,Bremerhaven,,58,,,S - Pollmeier Leimholz GMBH - Bremerhaven ,,,,,,
2000051,70717,Brescia,TRUE,TRUE,,,0,0,,0,"Via Industriale, 36 - 25080 Prevalle",Brescia,,87,,,S - Brescia,Carlo Aloberto,Vezzani,,cavezzani@mindspring.com,,
2000052,69575,Build World Inc,TRUE,TRUE,,,0,0,,0,"No 97,Lefeng Road,Leyu Town",Zhangjiagang City,Jiangsu Province,16,,,S - Build World Inc - Zhangjiagang City - Jiangsu Province,,,,,,
2000053,69582,BURAKHAN,TRUE,,,,0,0,20085,0,Bozburun Mahallesi Bozburun Caddesi No:33,Denizli,,213,,,S - BURAKHAN - Denizli - 20085,Ferhat,Yilmaz,9.0258371948E+11,erdem@burakhan.com.tr;duygu@burakhan.com.tr,902583719479,
2000054,69921,Burnaby,TRUE,,,,0,0,V5G1B2,0,4288 Manor St,Burnaby,BC,9,,,S - Burnaby - BC - V5G1B2,Frank,Aquila,604-437-3876,faquila@eurotile.ca,,
2000055,69587,BW CREATIVE RAILINGS (RailSimple),TRUE,,,,0,0,V2W1B6,0,23282 River Road,Maple Ridge,BC,9,,,S - BW CREATIVE RAILINGS (RailSimple) - Maple Ridge - BC - V2W1B6,Scott,Rolufs,604-467-5147,scott@bwcreativerailings.com;janaandibe@builddirect.com,604 466-4110,
2000056,69597,Cal-Flor,TRUE,,,,0,0,95965,0,1000 Cal Oak Road,Oroville,CA,225,,,S - Cal-Flor - Oroville - CA - 95965,"Macros, Jeff","Silva, Goodwin",530 534-1426,orders@cal-flor.com;Meagann@cal-flor.com,530 534 0306,
2000057,69589,Cambridge,TRUE,,,,0,0,N3H2H7,0,244 Montrose Street North,Cambridge,ON,9,,,S - Cambridge - ON - N3H2H7,Darlene,Davidson,519-650-9400,steve@bwcreativewood.com;kalvin@bwcreativewood.com;sales@bwcreativewood.com,519-650-9499,
2000058,69607,Carbonic Heat Tech Center,TRUE,,,,0,0,98371,0,"917 Valley Avenue NW, Suite A",Puyallup,WA,225,,,S - Carbonic Heat Tech Center - Puyallup - WA - 98371,Daryl,McCleery,866-786-1806,daryl@carbonicheat.com;orders@carbonicheat.com,208-208-1262,
2000059,70519,Cargo Ways,TRUE,,,,0,0,77020,0,1201 Hahlo Street,Houston,TX,225,,,S - Cargo Ways - Houston - TX - 77020,Del,Marshall,713-672-0515,dmarshall@cargowayslogistics.net,713-980-8180,
2000060,69612,Carolina Colortones NC,TRUE,,,,0,0,28704,0,2 Industrial Dr,Arden,NC,225,,,S - Carolina Colortones NC - Arden - NC - 28704,Page,Campbell,800-948-4349,pagecamp@carolinacolortones.com;guycampbell@carolinacolortones.com,828-687-9532,
2000061,69602,Carolina Stone Seneca SC,TRUE,,,,0,-1,29643,0,907 E Fair Play Blvd.,Fair Play,SC,225,,,S - Carolina Stone Seneca - Fair Play - SC - 29643,Carl,Toop,864 882 8960,info@carolinastone.net,,
2000062,70403,Carson (Mono Serra Group),TRUE,,,,0,0,90745,0,22941 South Wilmington Ave,Carson,CA,225,,,S - Mono Serra Group - Carson - CA - 90745),Sandra,Cano,310-221-6581,sandra.cano@dbschenker.com,,
2000063,69617,CCST LTD,TRUE,,,,0,0,200032,0,"Office 2405, Building No. 268, Zhao Jiabang Road",Shanghai,SH,16,,,S - CCST LTD - Shanghai - SH - 200032,Fiona,Wei,021 64666390 117,fiona.wei@live-just.com,,
2000064,69622,"Cedar Valley Mfg, Inc.",TRUE,,,,0,0,95023,0,943 San Felipe Road,Hollister,CA,225,,,"S - Cedar Valley Mfg, Inc. - Hollister - CA - 95023",David,Crandall,831-636-8110,davidc@cedar-valley.com,831-636-8109,
2000065,70445,CeilingKwik,TRUE,,,,0,0,60431,0,4001 Rock Creek Blvd.,Joliet,IL,225,,,S - CeilingKwik - Joliet - IL - 60431,Appointment,Phone,,,,
2000066,70014,Chennai,TRUE,,,,0,0,,0,Port of,Chennai,,80,,,S - Chennai,H.,Rao,91 141 2740039,rao@gmail.com,,
2000067,69445,Chesterfield,TRUE,,,,0,0,63005,0,17814 Edison Avenue,Chesterfield,MO,225,,,S - Chesterfield - MO - 63005,Jennifer,Tullock,636 536-6800,kblase@marrsdistribution.com,636 537-6800,
2000068,70379,"Chicago, IL",TRUE,,,,0,0,60185,0,1800 Hawthorne Lane,West Chicago,IL,225,,,S - Chicago - IL - 60185,Diana,Lopez,847-876-2684,dlopez@lagrou.com,847-876-2613,
2000069,71019,Chilliwack,TRUE,,,,0,0,V2R4H5,0,8007 Aitken Road,Chilliwack,BC,9,,,S - Chilliwack - BC - V2R4H5,Jason,,1 800 663 9844,russ@woodtone.com,,
2000070,69630,ChinaFloors - Shanghai,TRUE,,,,0,0,314000,0,No 111 ChangJiang Road,Shanghai,Zhejiang,16,,,S - ChinaFloors - Shanghai - Zhejiang - 314000,"Lydia, Janet","Zhou, Wu",86(0)573-84722837,lydia.zhou@chinafloors.com;janet.wu@chinafloors.com,86(0)573-84722835,
2000071,69632,Chinafloors Timber (China) Co. Ltd,TRUE,,,,0,0,,0,,Shanghai,,16,,,S - Chinafloors Timber (China) Co. Ltd - Shanghai,"Lydia, Janet","Zhou, Wu",,,,
2000072,70771,Chinatop LiYang Carpet Branch Factory,TRUE,,,,0,0,50000,0,No 97 ZhenNan Road,LiYang,JiangSu,16,,,S - Chinatop LiYang Carpet Branch Factory - LiYang - JiangSu - 50000,Leon,Shi,0086-13131162537,shixiaoguang110@msn.com,,
2000073,69809,Fortune - City of Industry,TRUE,,,,0,0,91748,0,18971 Arenth Ave.,Industry,CA,225,,,S - Fortune - City of Industry - CA - 91748,Eve/Jason,,626-839-7598,info@bausenflooring.com,,
2000074,70236,Clarion Warehouse,TRUE,,,,0,0,16254,0,160 Amsler Avenue,Shippenville,PA,225,,,S - Clarion Warehouse - Shippenville - PA - 16254,"Paul, Jackie","Kirkpatrick, Selk",18008480207,paul.kirkpatrick@krausflooring.com;Jackie.Selk@krausflooring.com;clashipgroup@krausflooring.com,18008877017,
2000075,69653,"Classic Accessories, Inc.",TRUE,,,,0,0,98032,0,22640 68th Ave South,Kent,WA,225,,,"S - Classic Accessories, Inc. - Kent - WA - 98032",Isaac,Herrera,253-395-3900,isaach@classicaccessories.com,,
2000076,69648,Classy Caps Mfg. Inc.,TRUE,,,,0,0,N9Y1N5,0,140 Park Street,Kingsville,ON,9,,,S - Classy Caps Mfg. Inc. - Kingsville - ON - N9Y1N5,Walt,Cherneski,519-733-9477,orders@fencecaps.com;janaandibe@builddirect.com,519-733-9615,
2000077,69660,Colosseum Cabinetry,TRUE,,,,0,0,91748,0,19224 E. Walnut Dr #D,Rowland Heights,CA,225,,,S - Colosseum Cabinetry - Rowland Heights - CA - 91748,Ben,Wu,626 839-8777,ben.wu@casausainc.com,626 839-3218,
2000078,69637,Connections Flooring Co.,TRUE,,,,0,0,,0,,Shanghai,,16,,,S - Connections Flooring Co. - Shanghai,Victor,Yuan,,,,
2000079,69665,COOPERATIVA CERAMICA D'IMOLA,TRUE,,,,0,0,40026,0,,Imola,BO,87,,,S - COOPERATIVA CERAMICA D'IMOLA - Imola - BO - 40026,COOPERATIVA CERAMICA D'IMOLA,COOPERATIVA CERAMICA D'IMOLA,3.9054260157E+11,blackhole@builddirect.com,,
2000080,69674,CORKART,TRUE,,,,0,0,7080,0,Parque Industrial Vendas Novas Lote 20,Vendas Novas,,162,,,S - CORKART - Vendas Novas - 7080,Dina,Pardal,265809215,dina.pardal@corkart.pt,265809217,
2000081,70337,Corvallis,TRUE,,,,0,0,97330,0,4515 NE Elliott Circle,Corvallis,OR,225,,,S - Corvallis - OR - 97330,"Raymond, Larry","Luther, Petree",800 523-2052,raymondl@marysrvr.com;;petreel@marysrvr.com,541 752-0218,
2000082,69692,Creative Crown Warehouse - TX,TRUE,,,,0,0,76033,0,1265 West KilPatrick Street,Cleburne,TX,225,,,S - Creative Crown Warehouse - TX - Cleburne - TX - 76033,Glenn,Cosper,,glenn@creativecrown.com;tammy@creativecrown.com,,
2000083,69685,Creative Style Composites,TRUE,TRUE,,,0,0,L4B1J5,0,4-28 Fulton Way,Richmond,ON,9,,,S - Creative Style Composites - Richmond - ON - L4B1J5,John,McLister,905-889-9750,john@creativesc.com;janaandibe@builddirect.com,905-581-7449,
2000084,69934,Crossville,TRUE,TRUE,,,0,0,38555,0,238 Porcelain Drive,Crossville,TN,225,,,S - Crossville - TN - 38555,Michele,,931 459-2539,mportiglia@irisus.com;tinaly@irisus.com,866 398-4747,
2000085,69763,Dalian Jiuyuan Wood Industry Co. Ltd.,TRUE,TRUE,,,0,0,116002,0,"Room 1011, No 99 Xinkai Road",Xigang District,Dalian,16,,,S - Dalian Jiuyuan Wood Industry Co. Ltd. - Xigang District - Dalian - 116002,Helen,Meng,86-411-83779500,helenmeng@jiuyuanwood.com.cn,,
2000086,69699,Daltile - Allentown PA,TRUE,TRUE,,,0,-1,18109,0,904 Marcon Blvd.,Allentown,PA,225,,,S - Daltile - Allentown - PA - 18109,Rachel,Curry,518-452-4771,rachel.curry@daltile.com,518-452-5595,
2000087,69701,Daltile - Anaheim CA,TRUE,TRUE,,,0,0,92806,0,1600 South Page Court,Anaheim,CA,225,,,S - Daltile - Anaheim - CA - 92806,Rachel,Curry,518-452-4771,rachel.curry@daltile.com,518-452-5595,
2000088,69703,Daltile - Arlington TX,TRUE,TRUE,,,0,-1,76014,0,2500 East Mayfeild Rd Ste # 300,Arlington,TX,225,,,S - Daltile - Arlington - TX - 76014,Ben,Redding,817 784 3853,,817 784 3882,
2000089,69705,Daltile - Bolingbrook IL,TRUE,TRUE,,,0,0,60440,0,150 E. Crossroads Pkwy,Bolingbrook,IL,225,,,S - Daltile - Bolingbrook - IL - 60440,David,Klopp,630-972-5773,sandy_mcgowan@mohawkind.com;ce.wellborn@daltile.com;CS@daltile.com,,
2000090,69707,Daltile - Brooklyn NY,TRUE,TRUE,,,0,-1,11232,0,92 19th Street,Brooklyn,NY,225,,,S - Daltile - Brooklyn - NY - 11232,Robert,Nicholas,718 788 6096,,718 788 1047,
2000091,69709,Daltile - Broomfeild CO,TRUE,TRUE,,,0,-1,80021,0,8835 W. 116th Circle,Broomfeild,CO,225,,,S - Daltile - Broomfeild - CO - 80021,Pete,Michels,303 469 7733,,303 438 1391,
2000092,69711,Daltile - Calgary AB,TRUE,TRUE,,,0,0,T2G4N4,0,#11 3201 Ogden Rd S.E.,Calgary,AB,9,,,S - Daltile - Calgary - AB - T2G4N4,Greg,Gerrard,403 255 2566,,403 255 3143,
2000093,69713,Daltile - Chicago IL,TRUE,TRUE,,,0,0,60007,0,1601 Pratt Blvd.,Elk Grove Village,IL,225,,,S - Daltile - Chicago - Elk Grove Village - IL - 60007,Rachel,Curry,518-452-4771,rachel.curry@daltile.com,518-452-5595,
2000094,69715,Daltile - Cranbury NJ,TRUE,TRUE,,,0,0,8512,0,5 Corporate Dr.,Cranbury,NJ,225,,,S - Daltile - Cranbury - NJ - 8512,Rachel,Curry,518-452-4771,rachel.curry@daltile.com,518-452-5595,
2000095,69717,Daltile - Denver CO,TRUE,,,,0,0,80223,0,735 South Huron,Denver,CO,225,,,S - Daltile - Denver - CO - 80223,Rachel,Curry,518-452-4771,rachel.curry@daltile.com,518-452-5595,
2000096,69719,Daltile - Duluth GA,TRUE,,,,0,0,30097,0,1630 Satelite Blvd. NW Ste # 570,Duluth,GA,225,,,S - Daltile - Duluth - GA - 30097,Greg,Goodman,770 623 9477,,770 623 9446,
2000097,69721,Daltile - Eldersburg MD,TRUE,,,,0,0,21784,0,1470 Progress Way,Eldersburg,MD,225,,,S - Daltile - Eldersburg - MD - 21784,Lewis,Dilbert,410-795-6500,,,
2000098,69723,Daltile - Fort Myers FL,TRUE,,,,0,0,33912,0,11871 Metro Parkway,Fort Myers,FL,225,,,S - Daltile - Fort Myers - FL - 33912,Rachel,Curry,518-452-4771,rachel.curry@daltile.com,518-452-5595,
2000099,69725,Daltile - Jacksonville FL,TRUE,,,,0,0,32256,0,9446 Phillips Hwy. Ste #10,Jacksonville,FL,225,,,S - Daltile - Jacksonville - FL - 32256,Rachel,Curry,518-452-4771,rachel.curry@daltile.com,518-452-5595,
2000100,69727,Daltile - Miami FL,TRUE,,,,0,-1,33172,0,8800 Northwest 13 Terrace,Miami,FL,225,,,S - Daltile - Miami - FL - 33172,Manny,Poveda,305 477 8084,,303 744 2284,
